time_s,angle_rad,x_m,y_m,z_m,velocity_m_s,path_length_m,emf_V,current_A,power_W,cumulative_energy_J,ball_mass_kg
0.03,0.04712781712194039,0.14970858187562544,0.007060666762651405,-0.0002250187515626302,0.018315125670349756,0.007070910946078964,0.033233306936787464,0.0033233306936787466,0.00011044526899547259,1.2882222132336742e-06,0.03288200310757317
0.032,0.05026967159673642,0.1496773359200389,0.007530574945500992,-0.00024002000166680555,0.019536134048373073,0.007542095673711561,0.035074199802607585,0.0035074199802607583,0.0001230199491793238,1.5342621115923218e-06,0.03288200310757317
0.034,0.05341152607153244,0.14964461509477398,0.00800035648986285,-0.00025502125177098093,0.02075714242639639,0.00801325423442517,0.036847199810341576,0.0036847199810341575,0.0001357716133863236,1.805805338364969e-06,0.03288200310757317
0.036000000000000004,0.05655338054632847,0.1496104198871389,0.008470006766935672,-0.00027002250187515626,0.021978150804419706,0.008484386628221723,0.03854944606007429,0.0038549446060074286,0.0001486059791538577,2.1030172966726844e-06,0.03288200310757317
0.038,0.05969523502112449,0.14957475079896843,0.008939521149730125,-0.0002850237519793316,0.023199159182443023,0.008955492855103154,0.040178303586186445,0.004017830358618644,0.00016142960790637624,2.425876512485437e-06,0.03288200310757317
0.04,0.06283708949592051,0.1495376083466171,0.009408895013114439,-0.0003000250020835069,0.02442016756046634,0.009426572915071388,0.0417313696361015,0.00417313696361015,0.00017415072117049344,2.7741779548264237e-06,0.03288200310757317
0.042,0.06597894397071655,0.14949899306095255,0.00987812373385997,-0.0003150262521876823,0.025641175938489656,0.009897626808128362,0.04320647892347637,0.004320647892347637,0.00018667998209648078,3.147537919019385e-06,0.03288200310757317
0.044,0.06912079844551258,0.14945890548734858,0.010347202690686725,-0.0003300275022918577,0.026862184316512973,0.010368654534276003,0.04460170784372713,0.004460170784372713,0.000198931234257719,3.545400387534823e-06,0.03288200310757317
0.046,0.0722626529203086,0.14941734618567828,0.010816127264308889,-0.000345028752396033,0.02808319269453629,0.010839656093516246,0.04591537764558603,0.004591537764558603,0.00021082219043367813,3.96704476840218e-06,0.03288200310757317
0.048,0.07540450739510463,0.14937431573030682,0.011284892837480314,-0.0003600300025002084,0.029304201072559606,0.011310631485851024,0.04714605655815219,0.004714605655815219,0.0002222750648984485,4.411594898199077e-06,0.03288200310757317
0.05,0.07854636186990065,0.1493298147100841,0.011753494795039966,-0.0003750312526043837,0.030525209450582923,0.011781580711282267,0.04829256087858886,0.004829256087858886,0.00023321714362122112,4.8780291854415185e-06,0.03288200310757317
0.052000000000000005,0.08168821634469668,0.14928384372833745,0.012221928523957383,-0.00039003250270855903,0.03174621782860624,0.012252503769811914,0.04935395503119408,0.004935395503119408,0.00024358128772211272,5.365191760885744e-06,0.03288200310757317
0.054,0.0848300708194927,0.14923640340286398,0.012690189413378072,-0.00040503375281273436,0.032967226206629556,0.012723400661441888,0.05032955061399624,0.0050329550613996245,0.00025330636650068095,5.871804493887106e-06,0.03288200310757317
0.056,0.08797192529428874,0.1491874943659228,0.013158272854668904,-0.00042003500291690974,0.03418823458465287,0.013194271386174133,0.05121890445426403,0.005121890445426403,0.00026233761734950276,6.396479728586111e-06,0.03288200310757317
0.058,0.09111377976908475,0.1491371172642273,0.013626174241463458,-0.00043503625302108507,0.03540924296267619,0.013665115944010575,0.052021815699341376,0.005202181569934137,0.00027062693086562405,6.937733590317359e-06,0.03288200310757317
0.06,0.09425563424388078,0.14908527275893702,0.014093888969707372,-0.0004500375031252604,0.036630251340699506,0.014135934334953155,0.052738321973989824,0.005273832197398983,0.0002781330604632218,7.493999711243803e-06,0.03288200310757317
